dataFrom,Date,review_x,Rating,Extracted_Dev_Response,Dev_Response_Time,Clean_Review,Topic_Number,Topic_Name,Issue,Positive_Score,Negative_Score,Neutral_Score,Compound_Score,NPS_Score_Indiv,NPS_Category
googlePlay,2023-07-04 13:47:06.110000+00:00,Easy to use. Awesome,5,Woohoo! 🤩 Glad you find our app easy to use and thank you for your 5 stars review! 💜,2023-07-04 14:21:25.925000+00:00,,,,,,,,,,
googlePlay,2023-07-01 09:09:47.916000+00:00,I have merely tried to apply for your flexi loan on this app. But when i tried to applied like 9 times straight i have been instantly being asked to reapply over and over again. Very bad for user experience and does not live up to expectations till today,2,"Hi Jeffrey, this is not the experience we would like you to have and we would like to take a closer look at this to help resolve your issue. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it? Thank you. 🙏😊",2023-07-01 09:26:28.710000+00:00,"['flexi', 'loan', 'time', 'straight', 'reapply', 'user', 'experience', 'expectation', 'till', 'today']",0,App Responsiveness,Difficulties in account registration,0.099,0.091,0.81,-0.1505,4.0,Detractor
googlePlay,2023-06-28 01:55:18.409000+00:00,Not so good im not citizent or pr but ipen saving account also can not,1,"Hi Ivy! We're sorry for this experience. Currently, all slots for our invitations for Savings Account have been filled. You can still register your interest via our GXS app. We will let you know once we are ready for you. To apply, you need to be at least 16 years old, have a residential address in Singapore, a valid Visa and SingPass account. 😊
",2023-06-28 02:41:28.745000+00:00,"['citizent', 'account']",4,User Interface,Poor login functionality,0.0,0.115,0.885,-0.2051,4.0,Detractor
googlePlay,2023-06-28 00:42:41.500000+00:00,Cant even apply.. apps doesn't work,1,"Hi Slack Rider, we are sorry for this experience. We love to sort this out quickly for you. Kindly drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it. Thank you.🙏😊",2023-06-28 01:58:30.777000+00:00,"['cant', 'apps', 'work']",5,Credit card usage,Inability to save money,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-06-25 15:05:38.234000+00:00,Rubbish app totally can't log in and see,1,"Hi Jon, we are sorry for this experience. Allow us to take a closer look at this and help you resolve this issue. We would appreciate it if you can drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it? Thanks!",2023-06-26 02:35:50.412000+00:00,,,,,,,,,,
googlePlay,2023-06-25 10:18:20.814000+00:00,Unable to open the app once I've installed,1,"Hi Faith, this is not the experience we would like you to have and we would like to take a closer look at this. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it? Thank you.",2023-06-26 02:32:33.511000+00:00,,,,,,,,,,
googlePlay,2023-06-25 04:12:10.585000+00:00,"Download the app, and tried to apply. Got an error message, page cannot download and cannot login at all. Uninstall the app within 5 mins of trying. Don't bother. I got better choices elsewhere.",1,"Hi Andrei , we are sorry for this experience. We love to sort this out for you. Kindly drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it. Thank you.",2023-06-26 02:29:24.396000+00:00,"['download', 'error', 'message', 'page', 'download', 'login', 'uninstall', 'min', 'bother', 'choice']",1,Money Growth (Interest Rates),Low interest rate,0.128,0.07,0.802,0.304,7.0,Passive
googlePlay,2023-06-22 13:21:57.709000+00:00,What is the purpose of your app? Why would I use your app over DBS uob and ocbc? I don't see why you are better in any way?,1,"Hi Norman. Thanks for your feedback. At GXS, we are a digital bank on a mission to make banking better for Singapore's everyday consumers and small businesses. Currently we offer our Savings and FlexiLoan account. However, we are progressively rolling out new products and adding more features to our app to make your experience better.🙏💜🚀",2023-06-22 14:14:46.770000+00:00,"['purpose', 'ocbc']",8,Safety,Seamless integration not available on iPad,0.113,0.0,0.887,0.533,8.0,Passive
googlePlay,2023-06-22 04:55:21.995000+00:00,Great..,5,Hey David! Thank you for your 5 stars review. 💜We work hard to meet expectations like yours and we’re happy to hear we hit the mark for you.🙏🤩,2023-06-22 05:38:42.505000+00:00,,,,,,,,,,
googlePlay,2023-06-16 10:17:39.727000+00:00,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16 11:18:48.668000+00:00,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",2,Customer Services,Inability to save payments,0.305,0.032,0.663,0.9699,10.0,Promoter
googlePlay,2023-06-15 02:17:48.604000+00:00,The app homepage have no setting or other function for me to update or assign..,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15 03:30:47.881000+00:00,"['homepage', 'function', 'update', 'assign']",5,Credit card usage,Inability to save money,0.0,0.136,0.864,-0.296,3.0,Detractor
googlePlay,2023-06-07 08:37:26.944000+00:00,Can't log in and app crash,1,"Hi, this is not the experience we would like you to have and we would like to take a closer look at this. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it?",2023-06-07 08:58:57.512000+00:00,,,,,,,,,,
googlePlay,2023-06-05 15:03:11.626000+00:00,Easy to use. Hopefully can raise the deposit cap soon.,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06 00:56:32.951000+00:00,"['raise', 'deposit']",8,Safety,Seamless integration not available on iPad,0.412,0.0,0.588,0.6808,9.0,Promoter
googlePlay,2023-06-05 11:05:58.446000+00:00,Great experience so far,5,"Thank you for your kind words CH Lee! 💜 We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩 We hope that you always enjoy your amazing journey with us. Have an awesome week! 🚀",2023-06-05 12:22:23.535000+00:00,,,,,,,,,,
googlePlay,2023-06-05 11:00:01.194000+00:00,Easy and simple to use for transfer money. High interest rate.,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05 12:49:19.718000+00:00,"['simple', 'transfer', 'money', 'interest', 'rate']",1,Money Growth (Interest Rates),Low interest rate,0.396,0.0,0.604,0.7096,9.0,Promoter
googlePlay,2023-06-05 10:31:44.256000+00:00,"The deposit interest is very high, which is currently my most satisfactory",5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05 12:14:56.751000+00:00,"['deposit', 'interest', 'satisfactory']",3,Services & Products,Long waiting list,0.367,0.0,0.633,0.6997,9.0,Promoter
googlePlay,2023-06-05 10:07:05.681000+00:00,Invitation fr Singtel. Trying my luck first and it was a very fast approval on a Sunday. Love the fact that we can take any amount fr our credit limit.,5,"Hi Reese Ismail! Thank you for your five stars review. 💜We are thrilled to know that you like our fast approval and flexible drawdown option for our FlexiLoan. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩",2023-06-05 10:30:24.630000+00:00,"['invitation', 'singtel', 'luck', 'fast', 'approval', 'sunday', 'love', 'fact', 'amount', 'credit', 'limit']",9,Customer trust,Difficulty processing application,0.336,0.0,0.664,0.9213,10.0,Promoter
googlePlay,2023-06-05 10:02:56.150000+00:00,User friendly.,5,Hey Siti Fatimah! Thank you for your awesome review. 🤩 We aim to make our app user interface seamless and user friendly to give a pleasant customer experience every time. Keep using our app and please keep your feedback coming. 🙏💜,2023-06-05 10:46:36.385000+00:00,,,,,,,,,,
googlePlay,2023-06-05 09:57:45.393000+00:00,Easy to use and fast,5,"Thank you for your wonderful review Trevor!💜 It’s great to know that you enjoy our user-friendly and fast user interface of our app. Thanks for your feedback. We're always working hard to improve the app for you. 🚀
",2023-06-05 11:42:40.511000+00:00,,,,,,,,,,
googlePlay,2023-06-05 09:51:50.946000+00:00,Easy to use. Fast transfer.,5,"Thank you for your five stars review Hamzah! 🙏 We’re happy that you like our simple, easy-peasy user interface of our app and also our Fast transfer. Keep using our app. We value your feedback and have an awesome week ahead! 💜",2023-06-05 11:56:13.740000+00:00,"['fast', 'transfer']",0,App Responsiveness,Difficulties in account registration,0.42,0.0,0.58,0.4404,7.0,Passive
googlePlay,2023-05-23 07:06:26.142000+00:00,Not working properly,1,"Hey, Ramadoss! We totally understand that your experience hasn't been up to par. No worries, though! Just shoot us an email with your name, contact info, and a screen recording of what went down when you tried to log in to help@gxs.com.sg. Our team will jump right on it and get things sorted. Thanks!",2023-05-23 07:31:17.900000+00:00,,,,,,,,,,
googlePlay,2023-05-22 03:55:25.693000+00:00,Unable to use at all,1,"Hey Sandy, we are sorry to hear that you are facing an issue. In order to assist you better, please send us an email at help@gxs.com.sg with your contact information, device model, and a description (or screen screenshot) of the issue you are facing. Our team will look into it and get back to you as soon as possible. 🙏 Thank you!",2023-05-22 04:18:44.125000+00:00,,,,,,,,,,
googlePlay,2023-05-12 03:31:03.889000+00:00,Good to have the UI updated. Only issue now is the 5k max deposit.,4,"Thank you for your kind words, Thomas!. As part of our banking license conditions, we have to adhere to a deposit cap of S$50 million in the early phases of our operations. As such, we have a deposit limit to give more customers access to our simple and seamless savings experience. We'll let you know once the cap is lifted!",2023-05-12 03:51:36.902000+00:00,"['issue', 'deposit']",9,Customer trust,Difficulty processing application,0.182,0.0,0.818,0.4404,7.0,Passive
googlePlay,2023-05-10 04:29:27.447000+00:00,After few day on decided whether to download the app I decided to went on But the said thing is once I'm try to log in the account 😭 but couldn't log on and it said to rest ask to go back to the front page.,1,"Hi there! This is not the experience we want you to have. Please drop us an email with your name, contact info and a screen recording of what you experienced when you tried to login to help@gxs.com.sg so that our team can look into this. Thank you!",2023-05-10 07:59:10.344000+00:00,"['download', 'thing', 'account', 'rest', 'front', 'page']",3,Services & Products,Long waiting list,0.0,0.081,0.919,-0.631,2.0,Detractor
googlePlay,2023-05-07 07:46:46.449000+00:00,Hi I try log in with singpass but unsuccessful thanks,5,"Hi Joraimi, this is not the experience we want you to have. Please drop us an email with your name, contact info and a screen recording of what you experienced when you tried to login to help@gxs.com.sg so that our team can look into this. Thank you!",2023-05-08 01:14:32.875000+00:00,,,,,,,,,,
googlePlay,2023-05-05 19:04:35.580000+00:00,👍 n,5,"Hi Lim Clivee! Thank you for your 5 stars review. 💜We work hard to meet expectations like yours, and we’re happy to hit the mark for you. Have a great weekend!🙏🤩",2023-05-06 01:26:32.405000+00:00,,,,,,,,,,
googlePlay,2023-05-04 23:13:43.253000+00:00,Gxs Flexiloan doesn't work even though I meet the eligible criteria..,5,"Hey there, I'm sorry to hear that! :( Just to let you know, GXS FlexiLoan applications have to go through an evaluation process that meets our internal requirements. We're really sorry if we are unable to provide you with a FlexiLoan account at this time.",2023-04-27 07:30:16.177000+00:00,"['flexiloan', 'work', 'meet', 'criterion']",9,Customer trust,Difficulty processing application,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-05-03 05:01:41.300000+00:00,Lousy app,1,"Sorry that you felt this way about us, Eric, and we would like to learn more. Please drop us a call at our 24/7 hotline at 3105 2055, and our team would be more than willing to hear you out. Thank you!",2023-05-03 05:57:48.179000+00:00,,,,,,,,,,
googlePlay,2023-05-01 10:25:44.522000+00:00,"Insecure app beware folks. I applied using my singpass and instead of reviewing my own details, I saw someone's details on my screen instead, race, name, DOB, employer name on next step etc. I was shocked! Took a screenshot Incase anyone wanna verify with me.",1,"Hi Mel, we would like to look into this matter. Please drop us an email with your name, contact details, and also the screenshot that you have described above to help@gxs.com.sg so that we can review it. Thank you!",2023-05-02 02:31:51.663000+00:00,"['insecure', 'beware', 'folk', 'singpass', 'detail', 'someone', 'detail', 'screen', 'race', 'name', 'employer', 'name', 'step', 'screenshot', 'incase', 'anyone', 'verify']",5,Credit card usage,Inability to save money,0.0,0.111,0.889,-0.6588,1.0,Detractor
googlePlay,2023-05-01 05:46:54.949000+00:00,"[Update 2023-05-01] issue of display overlay causing screen unresponsiveness has been resolved! [Update 2023-01-25] Thanks to user E L's review, i rem tt my phone has display overlay add-on n this seems to be causing the issue. I tried app on my phone's 2ndary display (dual screen phone) n am able to use app Original review - screen is unresponsive regardless whether launched from GXS app or from Grab app",4,"Glad to hear that everything has worked out fine, Wen Wei. Should you have any questions or need clarification, you can find us via in-app live chat or drop us a call at our hotline at 3105 2055. Cheers!",2023-05-02 02:40:21.260000+00:00,"['update', 'issue', 'display', 'overlay', 'screen', 'unresponsiveness', 'update', 'user', 'review', 'phone', 'display', 'overlay', 'issue', 'phone', 'display', 'screen', 'phone', 'review', 'screen', 'grab']",7,Competition,Difficulty logging in,0.116,0.0,0.884,0.7712,9.0,Promoter
googlePlay,2023-04-29 11:30:12.680000+00:00,Whats with the Loan Thingy ???,1,"Hi there TheGhost 2106! This is not the experience we would like you to have with our GXS FlexiLoan. Allow us the opportunity to make things better for you. Please drop us an email with your name, email address and share with us on how we can help you to help@gxs.com.sg. Thank you!",2023-04-29 12:23:59.272000+00:00,"['loan', 'thingy']",0,App Responsiveness,Difficulties in account registration,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-04-27 05:23:29.765000+00:00,Lousy. High interest rate. Not advertise as stated in the media. Scam.,1,"Sorry that you felt this way about the GXS FlexiLoan, Adrian. We would like to share that the interest rate is offered based on individual's profile. Should you have any questions, do drop us a call at our 24/7 hotline at 3105 2055. Thank you!",2023-04-27 06:12:21.803000+00:00,"['lousy', 'interest', 'rate', 'advertise', 'medium', 'scam']",1,Money Growth (Interest Rates),Low interest rate,0.156,0.375,0.469,-0.6369,1.0,Detractor
googlePlay,2023-04-26 01:58:13.771000+00:00,Not able to sign up the loan portion using singpass. It keep showing logging in for the past 10 minutes,2,"Hi CY, this is not the experience we would like you to have. Please drop us an email with your name, email address, and a screen recording of what you experienced when you tried to sign up to help@gxs.com.sg so that we can look into this. Thank you!",2023-04-26 02:20:56.468000+00:00,"['sign', 'loan', 'portion', 'singpass', 'past', 'minute']",7,Competition,Difficulty logging in,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-04-22 18:23:15.950000+00:00,"$5000 limit, Big L",1,"Thanks for sharing your thoughts with us, Chee Kit. As part of our banking license conditions, we have to adhere to a deposit cap of S$50 million in the early phases of our operations. As such, we have a deposit limit to give more customers access to our simple and seamless savings experience. Once the cap is lifted, we'll definitely let you know!",2023-04-24 01:11:37.259000+00:00,,,,,,,,,,
googlePlay,2023-04-22 11:01:59.450000+00:00,Overall is a good app? Just that why maximum cash is 5k? Make it 20k with higher interest rate,3,"Thank you for your kind words, Charlotte! As part of our banking license conditions, we have to adhere to a deposit cap of S$50 million in the early phases of our operations. As such, we have a deposit limit to give more customers access to our simple and seamless savings experience. We'll let you know once the cap is lifted!",2023-04-24 01:05:08.883000+00:00,"['maximum', 'cash', 'interest', 'rate']",1,Money Growth (Interest Rates),Low interest rate,0.269,0.0,0.731,0.7399,9.0,Promoter
googlePlay,2023-04-02 07:56:41.783000+00:00,"Once login, it just hang there and when try to use it in grab app it just say that my phone unable to use this app",1,"Hi Jerrold, sorry to see this happen and we would like to take a closer look. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it?",2023-04-03 01:07:54.220000+00:00,"['login', 'hang', 'grab', 'phone']",9,Customer trust,Difficulty processing application,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-03-21 22:25:40.920000+00:00,Can't login now. Makes me feel like being SCAMMED,1,"Hi TzeEe, this is not the experience we would like you to have, and we would like to take a closer look at this. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it?",2023-03-22 01:06:03.250000+00:00,"['login', 'feel']",6,Login & Account Setup,Difficulty logging in,0.238,0.0,0.762,0.3612,7.0,Passive
googlePlay,2023-03-21 11:27:05.974000+00:00,App is down,1,"Hi Gabriel, thank you for alerting us. We are aware of the issue and have resolved it. As of now, we're back in space and our app is up running again! We are sorry for any inconvenience this may have caused you, and we thank you for your patience and support.🙏",2023-03-21 12:52:30.185000+00:00,,,,,,,,,,
googlePlay,2023-03-03 04:32:06.177000+00:00,Can't even click log in on galaxy s23 ultra,2,"Hi Hafiz, this is not the experience we would like you to have, and we would like to take a closer look at this. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it?",2023-03-03 05:21:59.683000+00:00,"['click', 'galaxy']",4,User Interface,Poor login functionality,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-03-02 08:26:35.159000+00:00,Always freezing and crashes,1,"Hi Yu Ping, this is not the experience we would like you to have, and we would like to take a closer look at this. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so we can look into it?",2023-03-02 08:47:03.636000+00:00,,,,,,,,,,
googlePlay,2023-02-26 09:50:23.161000+00:00,"Disappointing app experience, awful faux friendly service. I was invited to join via Grab. After multiple painful attempts to sign up (and v lacklustre UI/UX), I was told that there's been an error, and finally received a vague email stating that I am ineligible, without offering any reason why. After multiple emails, customer service still failed to explain why I am not eligible, while signing off as my 'GXS buddy' everytime. I don't need a buddy from you. I just need you to do your job.",1,"Thank you for sharing your thoughts with us, Chloe. We have taken your feedback about our application experience and shared it with the team for further improvement. Have a great week ahead.",2023-02-27 10:43:06.615000+00:00,"['experience', 'awful', 'faux', 'service', 'join', 'grab', 'multiple', 'painful', 'attempt', 'sign', 'lacklustre', 'told', 'error', 'vague', 'email', 'offering', 'reason', 'multiple', 'email', 'customer', 'service', 'explain', 'signing', 'buddy', 'everytime', 'need', 'buddy', 'need']",6,Login & Account Setup,Difficulty logging in,0.054,0.165,0.781,-0.8779,0.0,Detractor
googlePlay,2023-02-22 04:47:38.516000+00:00,"Over all good,but some interface cover on mobile phone.Thank.",5,"Thank you for sharing your thoughts with us. We would like to share that customers need to disable all overlay apps before using the app as part of our security feature. Should you have any questions or need any help, do reach out to us via live chat in-app or our 24/7 hotline at 3105 2055. Thank you!",2023-02-22 06:01:36.410000+00:00,"['interface', 'cover', 'mobile', 'phone', 'thank']",8,Safety,Seamless integration not available on iPad,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-02-20 11:03:39.756000+00:00,"Doesn't work on my phone, cannot click and cannot scroll anything. Only works if I open it as a mini pop-up app. Had to create an account via someone else's phone. Please fix!",1,"Hi Jolie, this is not the experience we want you to have. Can you write to us at help@gxs.com.sg? Kindly include a description of the issue you are facing, with your contact details, mobile device model, and also a screen recording of the above issue so that we can look into this matter for you. 🙏",2023-02-20 11:58:23.912000+00:00,"['work', 'phone', 'click', 'scroll', 'anything', 'work', 'mini', 'create', 'account', 'someone', 'phone', 'please']",5,Credit card usage,Inability to save money,0.131,0.0,0.869,0.5707,8.0,Passive
googlePlay,2023-02-18 01:45:50.100000+00:00,Smooth app with fast onboarding. Im unable to add fund to pocket with decimals due to numeric keypad.,5,"Thanks for your five star review, Joel. We’re happy that you love our app! Meanwhile, we'd like to look into the issue you encountered when adding funds into your Saving Pockets. Could you drop us an email at help@gxs.com.sg with your contact info, device model and a screen recording of your issue so that we can look into it? 🙏💜",2023-02-18 02:54:07.326000+00:00,"['smooth', 'fast', 'fund', 'pocket', 'decimal', 'keypad']",9,Customer trust,Difficulty processing application,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-02-15 05:57:35.701000+00:00,Its a simple bank app to help you save and transfer your daily needs. Just dont split screen or use another app when using it.,5,"Thank you for sharing your thoughts with us, Alifuddin. We would like to share that customers need to disable all overlay apps before using the app as part of our security feature. Should you have any questions or need any help, do reach out to us via live chat in-app or our 24/7 hotline at 3105 2055. Thank you!🙌",2023-02-15 07:15:10.217000+00:00,"['simple', 'bank', 'help', 'transfer', 'need', 'dont', 'split', 'screen']",2,Customer Services,Inability to save payments,0.204,0.0,0.796,0.7096,9.0,Promoter
googlePlay,2023-02-14 04:43:25.212000+00:00,Simple UI and easy to use,5,"Glad to hear that you've been enjoying the banking experience on our app, David!.🤩 We have been busy working on new and exciting stuff, and we can't wait for you to try them out in the future. 🚀",2023-02-14 05:26:11.161000+00:00,,,,,,,,,,
googlePlay,2023-02-13 14:56:45.437000+00:00,"forces you to use singpass to register, is slow when browsing the FAQs, and the login doesn't allow singpass-based password login, when the registration does??? maximum frustration",1,"Thanks for sharing with us your thoughts. We’ve just launched, so we’re working on improving our products and services. Stay tuned as we build more features along the way. Should you have any questions next time, feel free to reach out to us via our in-app live chat or give us a ring at our hotline available 24/7 at 3105 2055. Thank you!",2023-02-14 01:38:28.651000+00:00,"['force', 'singpass', 'register', 'browsing', 'faq', 'login', 'singpass', 'password', 'login', 'registration', 'maximum', 'frustration']",5,Credit card usage,Inability to save money,0.0,0.175,0.825,-0.6492,1.0,Detractor
googlePlay,2023-02-13 11:13:32.110000+00:00,Fantastic Bank Great UX,5,Hey Jesse! Thank you for your 5 stars review. 🤩 We are thrilled to know that you love our app's interface and we're constantly working to make it even better! 💜,2023-02-13 13:19:37.360000+00:00,,,,,,,,,,
googlePlay,2023-02-12 08:36:49.972000+00:00,App not working,1,"This is not the experience we want our new users to have, Yee Chan, and we would like to look into this matter. Do drop us an email at help@gxs.com.sg with your contact info, device model and, if possible, a screen recording of your issue so that our team can review it. Thank you! 🙏",2023-02-13 02:34:40.810000+00:00,,,,,,,,,,
googlePlay,2023-02-09 09:25:25.262000+00:00,Kudos to GXS for responding promptly to the error that I experienced accessing the pockets. The latest update resolved the problem. Thank you!,5,"Thank you very much for your kind words, Wee Kek! Should you have any issues next time, do reach out to us via email at help@gxs.com.sg or our 24/7 support hotline at 3105 2055, and we would be more than happy to assist. Cheers! 💜🙌",2023-02-09 09:39:00.863000+00:00,"['kudos', 'error', 'pocket', 'update', 'problem', 'thank']",4,User Interface,Poor login functionality,0.25,0.173,0.577,0.3382,7.0,Passive
googlePlay,2023-02-08 10:24:11.896000+00:00,App auto exit after I clicked pocket account icon to see the details of each pocket account. Happened on from yesterday. Issue resolved after app update on 8 Feb. Thank you for the swift response.,5,"Hi Ben, glad to hear that the issue has been resolved. Should you have any issues next time, do reach out to us via email at help@gxs.com.sg or our 24/7 support hotline at 3105 2055. Cheers!",2023-02-08 10:27:00.558000+00:00,"['auto', 'exit', 'pocket', 'account', 'icon', 'detail', 'pocket', 'account', 'yesterday', 'issue', 'update', 'thank', 'swift', 'response']",7,Competition,Difficulty logging in,0.158,0.0,0.842,0.6124,8.0,Passive
googlePlay,2023-02-06 15:18:44.192000+00:00,"Problem solved, am happily using it",5,"Thanks for the update, Kuyame Hikari! Should you face any issues on our app or have any questions, do reach out to us via live chat or drop us a call at our 24/7 hotline at 3105 2055. Cheers!",2023-02-07 02:22:31.755000+00:00,,,,,,,,,,
googlePlay,2023-02-05 03:26:23.164000+00:00,Cannot tap on Join The Revolution or anything,1,"Hey Nathanael, we are sorry to hear about your experience. We would love to resolve this issue for you. Please share with us more details, such as your a) Device Model and b) OS Version for our further checking. You can either drop us an email at help@gxs.com.sg or ring us up at our hotline available 24/7 at 3105 2055. 🙏😊",2023-02-06 03:49:06.710000+00:00,"['join', 'revolution', 'anything']",1,Money Growth (Interest Rates),Low interest rate,0.0,0.212,0.788,-0.2235,4.0,Detractor
googlePlay,2023-02-01 13:57:22.574000+00:00,The links after downloading the app are unclickable to even register. Looks more like a wireframe on a Marvel platform. Lol What a great UX that GXS promises in their marketing but unable to deliver. I wonder what happens if you cannot click in future to transfer your money? I have serious doubts about how legit they are about Fintech with such a haphazard launch.,1,"Hey Jason, are you using any dual-screen function on your mobile device? Any overlay function over the GXS app will make it non-responsive due to security measures. If the issue still persists, do drop us an email at help@gxs.com.sg with your contact details, mobile device and a screen recording so that we can look into this. Thank you!",2023-02-02 01:42:08.303000+00:00,"['link', 'register', 'look', 'wireframe', 'marvel', 'platform', 'promise', 'marketing', 'deliver', 'wonder', 'click', 'future', 'transfer', 'money', 'doubt', 'legit', 'fintech', 'haphazard', 'launch']",1,Money Growth (Interest Rates),Low interest rate,0.139,0.059,0.802,0.5854,8.0,Passive
googlePlay,2023-02-01 03:14:34.481000+00:00,"Like this app over Trust and others. Concept similar to Timo bank in VN which I used before when I was living there. 5k account limit is shocking to me since these days where got people only save 5k. Hope for an update on this asap as well as debit card. Otherwise, interface is clean, easy to use, easy to sign up, good interest rate. For now, gxs looks promising to be my permanent savings bank. Others will just serve as my Spent account or salary credit account.",5,"Thank you so much for your kind words, Adrian!💜 Oh believe us, we want to help you achieve your goals faster too. We’ve just launched, so we’re working on improving our products, services, and increasing the limit. Rest assured that you’ll be notified once we increase the deposit cap. Thank you! 🙌",2023-02-01 04:07:32.201000+00:00,"['trust', 'concept', 'timo', 'bank', 'living', 'account', 'limit', 'day', 'hope', 'update', 'asap', 'debit', 'card', 'interface', 'clean', 'sign', 'interest', 'rate', 'look', 'promising', 'permanent', 'bank', 'serve', 'spent', 'account', 'salary', 'credit', 'account']",8,Safety,Seamless integration not available on iPad,0.303,0.024,0.673,0.9818,10.0,Promoter
googlePlay,2023-01-31 00:06:51.834000+00:00,"Easy to set up and smooth sign in + attractive interest rate, it would be great if the saving caps could be higher than $5000 :)",5,"We hear you, Hiok! Oh believe us, we want to help you achieve your goals faster too. We’ve just launched, so we’re working on improving our products, services, and increasing the limit. Rest assured that you’ll be notified once we increase the deposit cap. Thank you!",2023-01-31 01:12:13.470000+00:00,"['smooth', 'sign', 'interest', 'rate', 'cap']",1,Money Growth (Interest Rates),Low interest rate,0.431,0.0,0.569,0.9423,10.0,Promoter
googlePlay,2023-01-29 15:41:09.174000+00:00,"One of the worst app I ever installed. Such a proclaimed digital bank yet can't even get the app to work properly. Since day one till now after sign up, the app never works, keep stating slip-space. If you can't get the app work properly, then don't launch it. How to trust and put our money in such an app if it doesn't even work properly. Trust app is so much better.",1,"Hi Edmund, this is not the experience we want you to have. Would you be able to drop us an email at help@gxs.com.sg describing the above issue with your contact details, mobile device model and also a screen recording of the above issue so that we can look into this matter? Thank you!",2023-01-30 04:23:21.444000+00:00,"['digital', 'bank', 'work', 'till', 'sign', 'work', 'slip', 'space', 'work', 'launch', 'trust', 'money', 'work', 'trust']",8,Safety,Seamless integration not available on iPad,0.119,0.05,0.831,0.6887,9.0,Promoter
googlePlay,2023-01-25 10:50:59.517000+00:00,"The app works great, simple yet effective enough to encourage savings via ""pockets"" so that users do not unknowingly overspent using the main account and that explain the lower interest as compared to funds kept inside the ""pockets"". Although its good to start small, i do hope the bank can increase the saving caps to encourage even more savings.Security wise while i think is on par with industry standard but there are still room to enhance it further as scammers are getting smarter everyday.",5,Hi there! We are happy that you like our app and Saving Pockets feature!🤩 We strive to give our customers the best app experience and attractive interest rates. Thanks for sharing your thoughts.💜,2023-01-25 11:42:39.877000+00:00,"['work', 'simple', 'encourage', 'pocket', 'user', 'overspent', 'account', 'explain', 'interest', 'fund', 'kept', 'pocket', 'start', 'hope', 'bank', 'increase', 'cap', 'encourage', 'security', 'wise', 'think', 'industry', 'standard', 'room', 'enhance', 'scammer', 'smarter', 'everyday']",6,Login & Account Setup,Difficulty logging in,0.233,0.016,0.751,0.952,10.0,Promoter
