dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,Inability to join or open account,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,Digital savings bank account issues,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,SingPass sign in problems,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,App crashing and freezing,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,Scan QR code failure,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,Lack of customer support,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies👌🙏🥰🌹,"['time', 'didnt', 'grab', 'feature', 'super', 'min', 'withdraw', 'loan', 'security', 'super', 'thank', 'thing', 'time', 'mummy']",Customer Services,Others,0.305,0.032,0.663,0.9699,10,Promoter,5,"Hi there Eliya! We are thrilled to know that you find our app easy to access and secure. 🤩 Our goal is to provide affordable and accessible financial solutions to our customers, especially during difficult times! 💜",2023-06-16T11:18:48.668Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Inability to save money,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,App downloaded but not working,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Fast transactions and good app design,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Incorrect income extraction from SingPass,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Unable to log in,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Delay in account activation,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Inability to add payees,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Slow processing and long wait times,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,App loading issues,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Lack of security,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Poor app functionality,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Deceiving the public,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,No option to add payees,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Insecure app,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Doesn t work on phone,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Slow registration process with SingPass,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,The app homepage have no setting or other function for me to update or assign..,"['homepage', 'function', 'update', 'assign']",Credit card usage,Others,0.0,0.136,0.864,-0.296,4,Detractor,3,"Hi Rez. Thank you for your feedback. You can select the ‘Me’ option at the bottom right of your app and select ‘Edit Profile'. This will allow you to update your preferred name, email, mobile number and also your mailing address. We are continuously working on adding more features to our app to make your experience better. Have a great day!🙏💜
",2023-06-15T03:30:47.881Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Seamless integration not available on iPad,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Difficulty opening app,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Unclear purpose of app,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Issues with Singpass details,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Overlapping wording,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Poor interface design on mobile,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Difficulty raising deposit cap,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Time wasting verification process,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Lack of availability on Google Play Store,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Inability to delete fake accounts,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Confusing account creation process,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Difficulty reducing transaction amounts,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,No option to increase transaction amounts,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Poor customer service compared to banks,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Issues with user interface,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Difficulty paying before due date,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Blank screen issue,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Color scheme appreciated,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Invite requested,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Difficulty with pull down refresh,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy to use. Hopefully can raise the deposit cap soon.,"['raise', 'deposit']",Safety,Others,0.412,0.0,0.588,0.6808,8,Promoter,5,Hey there! Thank you for your 5 stars review. 💜 We’re glad to be part of your savings journey and can’t wait for the day when we can help you save more with us too! 🤩,2023-06-06T00:56:32.951Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Low interest rate,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Poor customer service,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Buggy app,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Lack of features,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),High minimum balance requirement,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Difficulties in registering,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Lack of support for SGQR,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Confusing user interface,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Reduction in interest rates,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Difficulties in opening the app,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),High fees,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Misleading advertising,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Difficulties in logging in,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Limited availability of high interest rates,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Long onboarding process,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,Easy and simple to use for transfer money. High interest rate.,"['simple', 'transfer', 'money', 'interest', 'rate']",Money Growth (Interest Rates),Others,0.396,0.0,0.604,0.7096,9,Promoter,5,Hey Bee Khim! Thank you for your positive and awesome feedback!🤩 We’re excited that you enjoyed our user-friendly app interface and its straightforward money transfer features. Great to also hear that you like our high deposit interest rate. We're always working hard to improve our product and services to meet expectations like yours!🙏💜,2023-06-05T12:49:19.718Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Long waiting list,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Difficulty in signing up,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,High interest rates,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Technical glitches,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
googlePlay,,"The deposit interest is very high, which is currently my most satisfactory","['deposit', 'interest', 'satisfactory']",Services & Products,Limited eligibility for loans,0.367,0.0,0.633,0.6997,8,Promoter,5,Hi Sze Hui! Thank you for your five stars review!🤩 We appreciate that you like our high deposit interest. We're always working hard to improve our product and services. Please keep your feedback coming. 🙏💜,2023-06-05T12:14:56.751Z
